file,symbol,profile,decision_time,strategy,direction,actionability_state,replay_reason_code,execution_authorized,replay_class,candidate_count,confirmation_source,entry_confirmation_complete,higher_timeframe_conflict,continuation_state
BULLAUSDT_environment_15m_20_20260722T180000Z.json,BULLAUSDT,environment,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
BULLAUSDT_environment_15m_20_20260722T180000Z.json,BULLAUSDT,environment,2026-07-22T12:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
BULLAUSDT_micro_1m_20_20260722T180000Z.json,BULLAUSDT,micro,2026-07-22T16:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
BULLAUSDT_micro_1m_20_20260722T180000Z.json,BULLAUSDT,micro,2026-07-22T17:19:59.999000+00:00,compression_expansion,short,retest_preferred,canonical_opportunity_pending_activation,False,conditional,6,setup_with_candidate_fallback,,True,unavailable
BULLAUSDT_micro_1m_20_20260722T180000Z.json,BULLAUSDT,micro,2026-07-22T17:39:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,4,best_available_candidate,,False,unavailable
BULLAUSDT_standard_5m_24_20260722T180000Z.json,BULLAUSDT,standard,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
BULLAUSDT_standard_5m_24_20260722T180000Z.json,BULLAUSDT,standard,2026-07-22T09:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
BULLAUSDT_standard_5m_24_20260722T180000Z.json,BULLAUSDT,standard,2026-07-22T11:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,3,best_available_candidate,,,
BULLAUSDT_standard_5m_24_20260722T180000Z.json,BULLAUSDT,standard,2026-07-22T13:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,4,best_available_candidate,,False,unavailable
BULLAUSDT_standard_5m_24_20260722T180000Z.json,BULLAUSDT,standard,2026-07-22T15:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,1,best_available_candidate,,True,unavailable
EPICUSDT_environment_15m_20_20260722T180000Z.json,EPICUSDT,environment,2026-07-22T02:59:59.999000+00:00,breakout_continuation,short,retest_preferred,canonical_opportunity_pending_activation,False,conditional,2,setup_with_candidate_fallback,,False,unavailable
EPICUSDT_environment_15m_20_20260722T180000Z.json,EPICUSDT,environment,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
EPICUSDT_environment_15m_20_20260722T180000Z.json,EPICUSDT,environment,2026-07-22T12:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
EPICUSDT_micro_1m_20_20260722T180000Z.json,EPICUSDT,micro,2026-07-22T16:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,4,best_available_candidate,,True,unavailable
EPICUSDT_micro_1m_20_20260722T180000Z.json,EPICUSDT,micro,2026-07-22T17:19:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
EPICUSDT_micro_1m_20_20260722T180000Z.json,EPICUSDT,micro,2026-07-22T17:39:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,4,best_available_candidate,,True,unavailable
EPICUSDT_standard_5m_24_20260722T180000Z.json,EPICUSDT,standard,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
EPICUSDT_standard_5m_24_20260722T180000Z.json,EPICUSDT,standard,2026-07-22T09:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
EPICUSDT_standard_5m_24_20260722T180000Z.json,EPICUSDT,standard,2026-07-22T11:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,4,best_available_candidate,False,True,unavailable
EPICUSDT_standard_5m_24_20260722T180000Z.json,EPICUSDT,standard,2026-07-22T13:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
EPICUSDT_standard_5m_24_20260722T180000Z.json,EPICUSDT,standard,2026-07-22T15:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ERAUSDT_environment_15m_20_20260722T180000Z.json,ERAUSDT,environment,2026-07-22T02:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ERAUSDT_environment_15m_20_20260722T180000Z.json,ERAUSDT,environment,2026-07-22T07:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,2,best_available_candidate,,True,late_chase
ERAUSDT_environment_15m_20_20260722T180000Z.json,ERAUSDT,environment,2026-07-22T12:59:59.999000+00:00,breakout_continuation,short,retest_preferred,canonical_opportunity_pending_activation,False,conditional,5,setup_with_candidate_fallback,,False,unavailable
ERAUSDT_micro_1m_20_20260722T180000Z.json,ERAUSDT,micro,2026-07-22T16:59:59.999000+00:00,momentum_breakout,short,aggressive_now,canonical_opportunity_pending_activation,False,conditional,2,setup_with_candidate_fallback,False,False,mature_continuation
ERAUSDT_micro_1m_20_20260722T180000Z.json,ERAUSDT,micro,2026-07-22T17:19:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ERAUSDT_micro_1m_20_20260722T180000Z.json,ERAUSDT,micro,2026-07-22T17:39:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ERAUSDT_standard_5m_24_20260722T180000Z.json,ERAUSDT,standard,2026-07-22T07:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,2,best_available_candidate,,True,late_chase
ERAUSDT_standard_5m_24_20260722T180000Z.json,ERAUSDT,standard,2026-07-22T09:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ERAUSDT_standard_5m_24_20260722T180000Z.json,ERAUSDT,standard,2026-07-22T11:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ERAUSDT_standard_5m_24_20260722T180000Z.json,ERAUSDT,standard,2026-07-22T13:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ERAUSDT_standard_5m_24_20260722T180000Z.json,ERAUSDT,standard,2026-07-22T15:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ESPORTSUSDT_environment_15m_20_20260722T180000Z.json,ESPORTSUSDT,environment,2026-07-22T02:59:59.999000+00:00,breakout_continuation,long,retest_preferred,canonical_opportunity_pending_activation,False,conditional,5,setup_with_candidate_fallback,False,True,unavailable
ESPORTSUSDT_environment_15m_20_20260722T180000Z.json,ESPORTSUSDT,environment,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ESPORTSUSDT_environment_15m_20_20260722T180000Z.json,ESPORTSUSDT,environment,2026-07-22T12:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,4,best_available_candidate,False,True,unavailable
ESPORTSUSDT_micro_1m_20_20260722T180000Z.json,ESPORTSUSDT,micro,2026-07-22T16:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ESPORTSUSDT_micro_1m_20_20260722T180000Z.json,ESPORTSUSDT,micro,2026-07-22T17:19:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ESPORTSUSDT_micro_1m_20_20260722T180000Z.json,ESPORTSUSDT,micro,2026-07-22T17:39:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ESPORTSUSDT_standard_5m_24_20260722T180000Z.json,ESPORTSUSDT,standard,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ESPORTSUSDT_standard_5m_24_20260722T180000Z.json,ESPORTSUSDT,standard,2026-07-22T09:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ESPORTSUSDT_standard_5m_24_20260722T180000Z.json,ESPORTSUSDT,standard,2026-07-22T11:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ESPORTSUSDT_standard_5m_24_20260722T180000Z.json,ESPORTSUSDT,standard,2026-07-22T13:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ESPORTSUSDT_standard_5m_24_20260722T180000Z.json,ESPORTSUSDT,standard,2026-07-22T15:59:59.999000+00:00,,,,canonical_opportunity_missed_or_chasing,False,none,2,best_available_candidate,False,True,late_chase
ETHUSDT_environment_15m_20_20260722T180000Z.json,ETHUSDT,environment,2026-07-22T02:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ETHUSDT_environment_15m_20_20260722T180000Z.json,ETHUSDT,environment,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ETHUSDT_environment_15m_20_20260722T180000Z.json,ETHUSDT,environment,2026-07-22T12:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,5,best_available_candidate,,,
ETHUSDT_micro_1m_20_20260722T180000Z.json,ETHUSDT,micro,2026-07-22T16:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,1,best_available_candidate,,,
ETHUSDT_micro_1m_20_20260722T180000Z.json,ETHUSDT,micro,2026-07-22T17:19:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ETHUSDT_micro_1m_20_20260722T180000Z.json,ETHUSDT,micro,2026-07-22T17:39:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ETHUSDT_standard_5m_24_20260722T180000Z.json,ETHUSDT,standard,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ETHUSDT_standard_5m_24_20260722T180000Z.json,ETHUSDT,standard,2026-07-22T09:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
ETHUSDT_standard_5m_24_20260722T180000Z.json,ETHUSDT,standard,2026-07-22T11:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
ETHUSDT_standard_5m_24_20260722T180000Z.json,ETHUSDT,standard,2026-07-22T13:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
ETHUSDT_standard_5m_24_20260722T180000Z.json,ETHUSDT,standard,2026-07-22T15:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
HEMIUSDT_environment_15m_20_20260722T180000Z.json,HEMIUSDT,environment,2026-07-22T02:59:59.999000+00:00,breakout_retest,long,retest_preferred,canonical_opportunity_pending_activation,False,conditional,4,setup_with_candidate_fallback,,True,unavailable
HEMIUSDT_environment_15m_20_20260722T180000Z.json,HEMIUSDT,environment,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
HEMIUSDT_environment_15m_20_20260722T180000Z.json,HEMIUSDT,environment,2026-07-22T12:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,4,best_available_candidate,,,
HEMIUSDT_micro_1m_20_20260722T180000Z.json,HEMIUSDT,micro,2026-07-22T16:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
HEMIUSDT_micro_1m_20_20260722T180000Z.json,HEMIUSDT,micro,2026-07-22T17:19:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,0,,,,
HEMIUSDT_micro_1m_20_20260722T180000Z.json,HEMIUSDT,micro,2026-07-22T17:39:59.999000+00:00,momentum_breakout,short,aggressive_now,canonical_opportunity_pending_activation,False,conditional,6,setup_with_candidate_fallback,False,False,mature_continuation
HEMIUSDT_standard_5m_24_20260722T180000Z.json,HEMIUSDT,standard,2026-07-22T07:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
HEMIUSDT_standard_5m_24_20260722T180000Z.json,HEMIUSDT,standard,2026-07-22T09:59:59.999000+00:00,,,,canonical_no_executable_opportunity,False,none,2,best_available_candidate,,,
